"Timestamp","Value"
2.267380,2.428755,1400,200
2.280780,2.458478,1400,200
2.294180,2.451147,1400,200
2.307580,2.436625,1400,200
2.320980,2.436289,1400,200
2.334380,2.426905,1400,200
2.347780,2.436149,1400,200
2.361180,2.436394,1400,200
2.374580,2.431895,1400,200
2.387980,2.441080,1400,200
2.401380,2.434270,1400,200
2.414780,2.447849,1400,200
2.428180,2.446315,1400,200
2.441580,2.438990,1400,200
2.454980,2.447183,1400,200
2.468380,2.439502,1400,200
2.481780,2.451854,1400,200
2.495180,2.447577,1400,200
2.508580,2.433637,1400,200
2.521980,2.443067,1400,200
2.535380,2.428535,1400,200
2.548780,2.436367,1400,200
2.562180,2.442032,1400,200
2.575580,2.429278,1400,200
2.588980,2.445994,1400,200
2.602380,2.433516,1400,200
2.615780,2.447888,1400,200
2.629180,2.446312,1400,200
2.642580,2.445420,1400,200
2.655980,2.447124,1400,200
2.669380,2.436747,1400,200
2.682780,2.450203,1400,200
2.696180,2.448745,1400,200
2.709580,2.447447,1400,200
2.722980,2.447449,1400,200
2.736380,2.439619,1400,200
2.749780,2.448313,1400,200
2.763180,2.448847,1400,200
2.776580,2.439233,1400,200
2.789980,2.454002,1400,200
2.803380,2.443528,1400,200
2.816780,2.446836,1400,200
2.830180,2.452361,1400,200
2.843580,2.440128,1400,200
2.856980,2.442634,1400,200
2.870380,2.449306,1400,200
2.883780,2.448823,1400,200
2.897180,2.450593,1400,200
2.910580,2.452720,1400,200
2.923980,2.430531,1400,200
2.937380,2.437234,1400,200
2.950780,2.433561,1400,200
2.964180,2.436510,1400,200
2.977580,2.441653,1400,200
2.990980,2.436550,1400,200
3.004380,2.439123,1400,200
3.017780,2.435691,1400,200
3.031180,2.452801,1400,200
3.044580,2.446872,1400,200
3.057980,2.439788,1400,200
3.071380,2.450050,1400,200
3.084780,2.442239,1400,200
3.098180,2.448262,1400,200
3.111580,2.447011,1400,200
3.124980,2.442035,1400,200
3.138380,2.450366,1400,200
3.151780,2.441585,1400,200
3.165180,2.449752,1400,200
3.178580,2.448058,1400,200
3.191980,2.445099,1400,200
3.205380,2.448240,1400,200
3.218780,2.444198,1400,200
3.232180,2.448176,1400,200
3.245580,2.447304,1400,200
3.258980,2.443155,1400,200
3.272380,2.447292,1400,200
3.285780,2.446079,1400,200
3.299180,2.445720,1400,200
3.312580,2.447810,1400,200
3.325980,2.444048,1400,200
3.339380,2.453250,1400,200
3.352780,2.447858,1400,200
3.366180,2.455240,1400,200
3.379580,2.442828,1400,200
3.392980,2.450339,1400,200
3.406380,2.450595,1400,200
3.419780,2.448344,1400,200
3.433180,2.440621,1400,200
3.446580,2.450300,1400,200
3.459980,2.440881,1400,200
3.473380,2.448447,1400,200
3.486780,2.449007,1400,200
3.500180,2.443758,1400,200
3.513580,2.447907,1400,200
3.526980,2.443228,1400,200
3.540380,2.436644,1400,200
3.553780,2.437115,1400,200
3.567180,2.431956,1400,200
3.580580,2.443269,1400,200
3.593980,2.432378,1400,200
3.607380,2.443310,1400,200
3.620780,2.435326,1400,200
3.634180,2.443060,1400,200
3.647580,2.445865,1400,200
3.660980,2.442006,1400,200
3.674380,2.449817,1400,200
3.687780,2.449309,1400,200
3.701180,2.451946,1400,200
3.714580,2.444130,1400,200
3.727980,2.452397,1400,200
3.741380,2.428929,1400,200
3.754780,2.438978,1400,200
3.768180,2.437682,1400,200
3.781580,2.429159,1400,200
3.794980,2.436352,1400,200
3.808380,2.434123,1400,200
3.821780,2.437848,1400,200
3.835180,2.442533,1400,200
3.848580,2.441535,1400,200
3.861980,2.453184,1400,200
