"Timestamp","Value","CPU freq","Memory freq"
0.006783,2.450953,1400,300
0.013580,3.094104,1400,300
0.020378,3.107785,1400,300
0.027176,3.111943,1400,300
0.033981,3.132352,1400,300
0.040779,3.112009,1400,300
0.047577,3.135423,1400,300
0.054382,3.124524,1400,300
0.061180,3.150858,1400,300
0.067978,3.116380,1400,300
0.074776,3.109529,1400,300
0.081581,3.130446,1400,300
0.088379,3.141613,1400,300
0.095177,3.120956,1400,300
0.101982,3.126639,1400,300
0.108780,3.123099,1400,300
0.115578,3.145878,1400,300
0.122383,3.128348,1400,300
0.129181,3.132641,1400,300
0.135979,3.111813,1400,300
0.142776,3.127439,1400,300
0.149582,3.144913,1400,300
0.156380,3.110704,1400,300
0.163177,3.141798,1400,300
0.169983,3.125006,1400,300
0.176781,3.115846,1400,300
0.183578,3.175541,1400,300
0.190376,3.131858,1400,300
0.197182,3.128904,1400,300
0.203979,3.129437,1400,300
0.210777,3.112371,1400,300
0.217583,3.117053,1400,300
0.224380,3.126379,1400,300
0.231178,3.128187,1400,300
0.237976,3.114321,1400,300
0.244781,3.131148,1400,300
0.251579,3.113496,1400,300
0.258377,3.116546,1400,300
0.265182,3.139533,1400,300
0.271980,3.111673,1400,300
0.278778,3.116328,1400,300
0.285576,3.140364,1400,300
0.292381,3.129667,1400,300
0.299179,3.131449,1400,300
0.305977,3.110828,1400,300
0.312782,3.160541,1400,300
0.319580,3.114231,1400,300
0.326378,3.109532,1400,300
0.333176,3.127926,1400,300
0.339981,3.110967,1400,300
0.346779,3.101788,1400,300
0.353577,3.136260,1400,300
0.360382,3.110176,1400,300
0.367180,3.122588,1400,300
0.373978,3.120966,1400,300
0.380783,3.133741,1400,300
0.387581,3.118252,1400,300
0.394379,3.102318,1400,300
0.401176,3.120791,1400,300
0.407982,3.112593,1400,300
0.414780,3.120120,1400,300
0.421577,3.144367,1400,300
0.428383,3.142826,1400,300
0.435181,3.133634,1400,300
0.441978,3.118376,1400,300
0.448776,3.133040,1400,300
0.455582,3.115139,1400,300
0.462379,3.118414,1400,300
0.469177,3.155012,1400,300
0.475983,3.121756,1400,300
0.482780,3.113119,1400,300
0.489578,3.158704,1400,300
0.496376,3.139211,1400,300
0.503181,3.127552,1400,300
0.509979,3.136734,1400,300
0.516777,3.132018,1400,300
0.523582,3.123523,1400,300
0.530380,3.114379,1400,300
0.537178,3.133010,1400,300
0.543976,3.155988,1400,300
0.550781,3.117125,1400,300
0.557579,3.143905,1400,300
0.564377,3.114334,1400,300
0.571182,3.141331,1400,300
0.577980,3.129360,1400,300
0.584778,3.144093,1400,300
0.591583,3.117847,1400,300
0.598381,3.154157,1400,300
0.605179,3.113163,1400,300
0.611977,3.121683,1400,300
0.618782,3.118297,1400,300
0.625580,3.158320,1400,300
0.632378,3.136787,1400,300
0.639183,3.123450,1400,300
0.645981,3.140983,1400,300
0.652779,3.111895,1400,300
0.659576,3.145584,1400,300
0.666382,3.126576,1400,300
0.673180,3.154336,1400,300
0.679977,3.116878,1400,300
0.686783,3.132642,1400,300
0.693581,3.154716,1400,300
0.700378,3.108649,1400,300
0.707176,3.126273,1400,300
0.713982,3.148251,1400,300
0.720779,3.141640,1400,300
0.727577,3.125567,1400,300
0.734383,3.126297,1400,300
0.741180,3.138253,1400,300
0.747978,3.119391,1400,300
0.754776,3.120894,1400,300
0.761581,3.113607,1400,300
0.768379,3.128186,1400,300
0.775177,3.129851,1400,300
0.781982,3.140736,1400,300
0.788780,3.140357,1400,300
0.795578,3.123095,1400,300
0.802376,3.113098,1400,300
0.809181,3.175158,1400,300
0.815979,3.119445,1400,300
0.822777,3.127672,1400,300
0.829582,3.132718,1400,300
0.836380,3.149925,1400,300
0.843178,3.125182,1400,300
0.849983,3.125740,1400,300
0.856781,3.143759,1400,300
0.863579,3.123116,1400,300
0.870377,3.138367,1400,300
0.877182,3.155385,1400,300
0.883980,3.141540,1400,300
0.890778,3.116911,1400,300
0.897583,3.138975,1400,300
0.904381,3.115804,1400,300
0.911179,3.139639,1400,300
0.917976,3.128150,1400,300
0.924782,3.120178,1400,300
0.931580,3.111482,1400,300
0.938377,3.116655,1400,300
0.945183,3.147430,1400,300
0.951981,3.114199,1400,300
0.958778,3.112968,1400,300
0.965576,3.119420,1400,300
0.972382,3.150840,1400,300
0.979179,3.113372,1400,300
0.985977,3.120109,1400,300
0.992783,3.106980,1400,300
0.999580,3.119330,1400,300
1.006378,3.130032,1400,300
1.013176,3.127537,1400,300
1.019981,3.120007,1400,300
1.026779,3.109318,1400,300
1.033577,3.126822,1400,300
1.040382,3.119658,1400,300
1.047180,3.139453,1400,300
1.053978,3.150070,1400,300
1.060776,3.126706,1400,300
1.067581,3.121643,1400,300
1.074379,3.143049,1400,300
1.081177,3.164366,1400,300
1.087982,3.129698,1400,300
1.094780,3.141010,1400,300
1.101578,3.118218,1400,300
1.108383,3.125545,1400,300
1.115181,3.152002,1400,300
1.121979,3.128881,1400,300
1.128777,3.140394,1400,300
1.135582,3.123585,1400,300
1.142380,3.144529,1400,300
1.149178,3.116800,1400,300
1.155983,3.127297,1400,300
1.162781,3.163954,1400,300
1.169579,3.118179,1400,300
1.176376,3.139115,1400,300
1.183182,3.140724,1400,300
1.189980,3.117024,1400,300
1.196777,3.122511,1400,300
1.203583,3.117970,1400,300
1.210381,3.125682,1400,300
1.217178,3.119012,1400,300
1.223976,3.125050,1400,300
1.230782,3.152250,1400,300
1.237579,3.127072,1400,300
1.244377,3.122543,1400,300
1.251183,3.138746,1400,300
1.257980,3.155039,1400,300
1.264778,3.120042,1400,300
1.271576,3.146841,1400,300
1.278381,3.122661,1400,300
1.285179,3.133664,1400,300
1.291977,3.120961,1400,300
1.298782,3.127759,1400,300
1.305580,3.127274,1400,300
1.312378,3.131607,1400,300
1.319176,3.158181,1400,300
1.325981,3.124888,1400,300
1.332779,3.123487,1400,300
1.339577,3.132093,1400,300
1.346382,3.114191,1400,300
1.353180,3.123134,1400,300
1.359978,3.127400,1400,300
1.366783,3.143579,1400,300
1.373581,3.143345,1400,300
1.380379,3.136736,1400,300
1.387177,3.134258,1400,300
1.393982,3.109655,1400,300
1.400780,3.119295,1400,300
1.407578,3.143000,1400,300
1.414383,3.118323,1400,300
1.421181,3.143234,1400,300
1.427979,3.140694,1400,300
1.434776,3.116555,1400,300
1.441582,3.131796,1400,300
1.448380,3.122115,1400,300
1.455177,3.136013,1400,300
1.461983,3.147231,1400,300
1.468781,3.117285,1400,300
1.475578,3.167270,1400,300
1.482376,3.115972,1400,300
1.489182,3.145476,1400,300
1.495979,3.150723,1400,300
1.502777,3.138272,1400,300
1.509583,3.118998,1400,300
