"Timestamp","Value"
52.062382,2.408853,900,200
52.073780,2.665497,900,200
52.085178,2.670536,900,200
52.096581,2.674500,900,200
52.107979,2.697566,900,200
52.119381,2.679898,900,200
52.130779,2.751429,900,200
52.142181,2.672329,900,200
52.153580,2.687719,900,200
52.164982,2.679773,900,200
52.176380,2.695241,900,200
52.187778,2.682750,900,200
52.199181,2.684878,900,200
52.210579,2.672418,900,200
52.221981,2.690029,900,200
52.233379,2.680729,900,200
52.244781,2.688875,900,200
52.256180,2.679481,900,200
52.267578,2.685938,900,200
52.278980,2.680810,900,200
52.290379,2.674851,900,200
52.301781,2.689757,900,200
52.313179,2.695048,900,200
52.324581,2.671861,900,200
52.335979,2.680865,900,200
52.347382,2.683101,900,200
52.358780,2.685310,900,200
52.370178,2.673425,900,200
52.381580,2.698582,900,200
52.392979,2.684554,900,200
52.404381,2.692056,900,200
52.415779,2.685934,900,200
52.427181,2.688501,900,200
52.438580,2.669435,900,200
52.449982,2.693237,900,200
52.461380,2.677821,900,200
52.472778,2.692503,900,200
52.484180,2.687563,900,200
52.495579,2.684702,900,200
52.506981,2.683373,900,200
52.518379,2.671574,900,200
52.529781,2.694591,900,200
52.541180,2.683017,900,200
52.552582,2.691149,900,200
52.563980,2.689280,900,200
52.575378,2.697209,900,200
52.586781,2.679395,900,200
52.598179,2.680810,900,200
52.609581,2.670426,900,200
52.620979,2.684165,900,200
52.632381,2.674422,900,200
52.643780,2.676670,900,200
52.655182,2.661921,900,200
52.666580,2.662037,900,200
52.677979,2.673770,900,200
52.689381,2.679470,900,200
52.700779,2.682862,900,200
52.712181,2.691679,900,200
52.723579,2.678798,900,200
52.734982,2.682774,900,200
52.746380,2.670640,900,200
52.757778,2.687952,900,200
52.769180,2.677978,900,200
52.780579,2.697535,900,200
52.791981,2.693405,900,200
52.803379,2.682123,900,200
52.814781,2.672784,900,200
52.826180,2.669001,900,200
52.837582,2.668688,900,200
52.848980,2.673203,900,200
52.860378,2.674047,900,200
52.871780,2.666774,900,200
52.883179,2.674499,900,200
52.894581,2.662825,900,200
52.905979,2.666670,900,200
52.917381,2.700250,900,200
52.928780,2.689893,900,200
52.940182,2.690449,900,200
52.951580,2.679679,900,200
52.962978,2.677327,900,200
52.974380,2.672370,900,200
52.985779,2.690843,900,200
52.997181,2.675077,900,200
53.008579,2.677972,900,200
53.019981,2.682159,900,200
53.031380,2.677933,900,200
53.042782,2.663007,900,200
53.054180,2.672457,900,200
53.065578,2.663381,900,200
53.076981,2.686894,900,200
53.088379,2.679642,900,200
53.099781,2.682498,900,200
53.111179,2.667711,900,200
