"Timestamp","Value","CPU freq","Memory freq"
0.007561,2.369950,1200,300
0.015144,2.769735,1200,300
0.022720,2.754134,1200,300
0.030304,2.761041,1200,300
0.037880,2.776799,1200,300
0.045464,2.765018,1200,300
0.053040,2.765396,1200,300
0.060623,2.782423,1200,300
0.068199,2.765200,1200,300
0.075783,2.769902,1200,300
0.083359,2.786582,1200,300
0.090942,2.758087,1200,300
0.098518,2.761622,1200,300
0.106102,2.764760,1200,300
0.113686,2.753762,1200,300
0.121262,2.759138,1200,300
0.128845,2.771733,1200,300
0.136421,2.768565,1200,300
0.144005,2.778296,1200,300
0.151581,2.777369,1200,300
0.159164,2.768429,1200,300
0.166740,2.787910,1200,300
0.174324,2.762383,1200,300
0.181900,2.760570,1200,300
0.189484,2.760643,1200,300
0.197060,2.761476,1200,300
0.204643,2.761528,1200,300
0.212219,2.765063,1200,300
0.219803,2.767540,1200,300
0.227379,2.765292,1200,300
0.234962,2.760702,1200,300
0.242538,2.751227,1200,300
0.250122,2.742917,1200,300
0.257706,2.755853,1200,300
0.265282,2.741984,1200,300
0.272865,2.743416,1200,300
0.280441,2.792376,1200,300
0.288025,2.755360,1200,300
0.295601,2.758882,1200,300
0.303185,2.769684,1200,300
0.310760,2.768934,1200,300
0.318344,2.774199,1200,300
0.325920,2.780105,1200,300
0.333504,2.770428,1200,300
0.341080,2.781025,1200,300
0.348663,2.764060,1200,300
0.356239,2.767071,1200,300
0.363823,2.784799,1200,300
0.371399,2.773158,1200,300
0.378983,2.759361,1200,300
0.386559,2.769593,1200,300
0.394142,2.753939,1200,300
0.401718,2.753592,1200,300
0.409302,2.766245,1200,300
0.416885,2.755537,1200,300
0.424461,2.763964,1200,300
0.432045,2.784592,1200,300
0.439621,2.758058,1200,300
0.447205,2.777649,1200,300
0.454781,2.777265,1200,300
0.462364,2.760451,1200,300
0.469940,2.756704,1200,300
0.477524,2.767380,1200,300
0.485100,2.750307,1200,300
0.492683,2.760255,1200,300
0.500259,2.773992,1200,300
0.507843,2.777948,1200,300
0.515419,2.776875,1200,300
0.523003,2.788512,1200,300
0.530579,2.771515,1200,300
0.538162,2.761066,1200,300
0.545738,2.777043,1200,300
0.553322,2.750186,1200,300
0.560905,2.754294,1200,300
0.568481,2.779561,1200,300
0.576065,2.786664,1200,300
0.583641,2.763658,1200,300
0.591225,2.764275,1200,300
0.598801,2.759213,1200,300
0.606384,2.765514,1200,300
0.613960,2.796383,1200,300
0.621544,2.787408,1200,300
0.629120,2.762194,1200,300
0.636703,2.787634,1200,300
0.644279,2.774280,1200,300
0.651863,2.780408,1200,300
0.659439,2.768081,1200,300
0.667023,2.774461,1200,300
0.674599,2.773772,1200,300
0.682182,2.762227,1200,300
0.689758,2.756715,1200,300
0.697342,2.799595,1200,300
0.704926,2.757694,1200,300
0.712502,2.769706,1200,300
0.720085,2.768203,1200,300
0.727661,2.791570,1200,300
0.735245,2.761856,1200,300
0.742821,2.776326,1200,300
0.750404,2.756158,1200,300
0.757980,2.796076,1200,300
0.765564,2.770076,1200,300
0.773140,2.764822,1200,300
0.780724,2.755190,1200,300
0.788300,2.795197,1200,300
0.795883,2.772874,1200,300
0.803459,2.760600,1200,300
0.811043,2.770164,1200,300
0.818619,2.755406,1200,300
0.826202,2.764261,1200,300
0.833778,2.773455,1200,300
0.841362,2.753466,1200,300
0.848946,2.753376,1200,300
0.856522,2.767014,1200,300
0.864105,2.755633,1200,300
0.871681,2.759398,1200,300
0.879265,2.772807,1200,300
0.886841,2.760026,1200,300
0.894424,2.759913,1200,300
0.902000,2.778527,1200,300
0.909584,2.754867,1200,300
0.917160,2.747952,1200,300
0.924744,2.775158,1200,300
0.932320,2.759736,1200,300
0.939903,2.754281,1200,300
0.947479,2.783811,1200,300
0.955063,2.756294,1200,300
0.962639,2.790225,1200,300
0.970222,2.757081,1200,300
0.977798,2.767320,1200,300
0.985382,2.771514,1200,300
0.992966,2.775729,1200,300
1.000542,2.778388,1200,300
1.008125,2.781788,1200,300
1.015701,2.770570,1200,300
1.023285,2.775093,1200,300
1.030861,2.795476,1200,300
1.038445,2.762209,1200,300
1.046021,2.765716,1200,300
1.053604,2.767390,1200,300
1.061180,2.749538,1200,300
1.068764,2.755621,1200,300
1.076340,2.773873,1200,300
1.083923,2.769566,1200,300
1.091499,2.781190,1200,300
1.099083,2.777551,1200,300
1.106659,2.768876,1200,300
1.114243,2.759575,1200,300
1.121819,2.773824,1200,300
1.129402,2.764899,1200,300
1.136978,2.753059,1200,300
1.144562,2.775204,1200,300
1.152145,2.788467,1200,300
1.159721,2.756372,1200,300
1.167305,2.770088,1200,300
1.174881,2.771981,1200,300
1.182465,2.758418,1200,300
1.190041,2.762184,1200,300
1.197624,2.773911,1200,300
1.205200,2.760987,1200,300
1.212784,2.756413,1200,300
1.220360,2.770066,1200,300
1.227943,2.768192,1200,300
1.235519,2.765049,1200,300
1.243103,2.766419,1200,300
1.250679,2.760934,1200,300
1.258263,2.749645,1200,300
1.265839,2.776716,1200,300
1.273422,2.771966,1200,300
1.280998,2.741633,1200,300
1.288582,2.760862,1200,300
1.296165,2.745604,1200,300
1.303741,2.780877,1200,300
1.311325,2.771657,1200,300
1.318901,2.760760,1200,300
1.326485,2.764029,1200,300
1.334061,2.794463,1200,300
1.341644,2.800540,1200,300
1.349220,2.750056,1200,300
1.356804,2.769897,1200,300
1.364380,2.757546,1200,300
1.371964,2.785075,1200,300
1.379539,2.773719,1200,300
1.387123,2.760913,1200,300
1.394699,2.760977,1200,300
1.402283,2.776093,1200,300
1.409859,2.796179,1200,300
1.417442,2.743836,1200,300
1.425018,2.756126,1200,300
1.432602,2.757961,1200,300
1.440186,2.760947,1200,300
1.447762,2.751166,1200,300
1.455345,2.749399,1200,300
1.462921,2.773464,1200,300
1.470505,2.761600,1200,300
1.478081,2.760227,1200,300
1.485664,2.770960,1200,300
1.493240,2.756469,1200,300
1.500824,2.760071,1200,300
1.508400,2.769757,1200,300
1.515984,2.763190,1200,300
1.523560,2.758323,1200,300
1.531143,2.770166,1200,300
1.538719,2.768068,1200,300
1.546303,2.758392,1200,300
1.553879,2.769818,1200,300
1.561462,2.755929,1200,300
1.569038,2.751715,1200,300
1.576622,2.770806,1200,300
1.584206,2.760446,1200,300
1.591782,2.757502,1200,300
1.599365,2.776382,1200,300
1.606941,2.776627,1200,300
1.614525,2.758268,1200,300
1.622101,2.778392,1200,300
1.629684,2.774734,1200,300
1.637260,2.787200,1200,300
1.644844,2.783122,1200,300
1.652420,2.772634,1200,300
1.660004,2.759530,1200,300
1.667580,2.788295,1200,300
1.675163,2.759504,1200,300
1.682739,2.758994,1200,300
1.690323,2.804122,1200,300
1.697899,2.755889,1200,300
1.705482,2.760488,1200,300
1.713058,2.764063,1200,300
1.720642,2.759771,1200,300
1.728226,2.761209,1200,300
1.735802,2.782998,1200,300
1.743385,2.773021,1200,300
1.750961,2.771409,1200,300
1.758545,2.778352,1200,300
1.766121,2.758224,1200,300
1.773705,2.776105,1200,300
1.781281,2.753844,1200,300
1.788864,2.785240,1200,300
1.796440,2.770224,1200,300
1.804024,2.764758,1200,300
1.811600,2.762336,1200,300
1.819183,2.763190,1200,300
1.826759,2.744578,1200,300
1.834343,2.745389,1200,300
1.841919,2.770971,1200,300
1.849503,2.761826,1200,300
1.857079,2.763821,1200,300
1.864662,2.766660,1200,300
1.872238,2.756360,1200,300
1.879822,2.749119,1200,300
1.887405,2.765004,1200,300
1.894981,2.761372,1200,300
1.902565,2.754049,1200,300
1.910141,2.783231,1200,300
1.917725,2.764345,1200,300
1.925301,2.763119,1200,300
1.932884,2.782207,1200,300
1.940460,2.785067,1200,300
1.948044,2.777465,1200,300
1.955620,2.776389,1200,300
1.963203,2.758775,1200,300
1.970779,2.757750,1200,300
1.978363,2.770597,1200,300
1.985939,2.769558,1200,300
1.993523,2.761037,1200,300
2.001099,2.786039,1200,300
2.008682,2.773310,1200,300
2.016258,2.767612,1200,300
2.023842,2.777698,1200,300
2.031425,2.769822,1200,300
2.039001,2.802899,1200,300
2.046585,2.769832,1200,300
2.054161,2.840844,1200,300
2.061745,2.759365,1200,300
2.069321,2.792034,1200,300
2.076904,2.771393,1200,300
2.084480,2.766804,1200,300
2.092064,2.764223,1200,300
2.099640,2.768602,1200,300
2.107224,2.757079,1200,300
2.114799,2.756926,1200,300
2.122383,2.778687,1200,300
2.129959,2.760443,1200,300
2.137543,2.757625,1200,300
2.145119,2.778504,1200,300
2.152702,2.762994,1200,300
2.160278,2.778982,1200,300
2.167862,2.776887,1200,300
2.175446,2.777259,1200,300
2.183022,2.772869,1200,300
2.190605,2.758986,1200,300
2.198181,2.810365,1200,300
2.205765,2.758829,1200,300
2.213341,2.755834,1200,300
2.220924,2.770996,1200,300
2.228500,2.781290,1200,300
2.236084,2.754749,1200,300
2.243660,2.768791,1200,300
2.251244,2.747331,1200,300
2.258820,2.763840,1200,300
2.266403,2.752012,1200,300
2.273979,2.751622,1200,300
2.281563,2.771789,1200,300
2.289139,2.751778,1200,300
2.296722,2.763386,1200,300
2.304298,2.775606,1200,300
2.311882,2.754194,1200,300
2.319466,2.752473,1200,300
2.327042,2.757906,1200,300
2.334625,2.757380,1200,300
2.342201,2.767567,1200,300
2.349785,2.773309,1200,300
2.357361,2.770002,1200,300
2.364944,2.780646,1200,300
2.372520,2.780365,1200,300
2.380104,2.770182,1200,300
2.387680,2.762070,1200,300
2.395264,2.775410,1200,300
2.402840,2.756632,1200,300
2.410423,2.766567,1200,300
2.417999,2.789778,1200,300
2.425583,2.757107,1200,300
2.433159,2.751284,1200,300
2.440742,2.770251,1200,300
2.448318,2.798029,1200,300
2.455902,2.758779,1200,300
2.463486,2.774436,1200,300
2.471062,2.762029,1200,300
2.478645,2.756546,1200,300
2.486221,2.769078,1200,300
2.493805,2.756518,1200,300
2.501381,2.754491,1200,300
2.508965,2.765437,1200,300
2.516541,2.759835,1200,300
2.524124,2.760888,1200,300
2.531700,2.787323,1200,300
2.539284,2.765823,1200,300
2.546860,2.777218,1200,300
2.554443,2.763842,1200,300
2.562019,2.760809,1200,300
2.569603,2.807179,1200,300
2.577179,2.750768,1200,300
2.584763,2.762319,1200,300
2.592339,2.771625,1200,300
