"Timestamp","Value","CPU freq","Memory freq"
0.010778,2.401839,800,200
0.021580,2.548407,800,200
0.032379,2.543848,800,200
0.043179,2.564375,800,200
0.053980,2.544292,800,200
0.064779,2.549904,800,200
0.075579,2.538847,800,200
0.086380,2.547020,800,200
0.097179,2.535187,800,200
0.107979,2.547540,800,200
0.118778,2.539047,800,200
0.129580,2.548750,800,200
0.140379,2.540003,800,200
0.151178,2.548132,800,200
0.161980,2.545523,800,200
0.172779,2.565165,800,200
0.183578,2.547292,800,200
0.194380,2.563959,800,200
0.205179,2.553802,800,200
0.215979,2.553436,800,200
0.226780,2.553542,800,200
0.237579,2.565715,800,200
0.248379,2.546997,800,200
0.259178,2.559082,800,200
0.269979,2.555201,800,200
0.280779,2.555435,800,200
0.291578,2.550722,800,200
0.302380,2.559049,800,200
0.313179,2.551349,800,200
0.323978,2.562223,800,200
0.334780,2.551001,800,200
0.345579,2.558853,800,200
0.356379,2.545741,800,200
0.367180,2.573969,800,200
0.377979,2.553382,800,200
0.388779,2.559290,800,200
0.399580,2.547101,800,200
0.410379,2.550456,800,200
0.421179,2.558275,800,200
0.431978,2.553061,800,200
0.442780,2.569747,800,200
0.453579,2.554424,800,200
0.464378,2.561559,800,200
0.475180,2.546576,800,200
0.485979,2.553396,800,200
0.496778,2.538781,800,200
0.507580,2.545397,800,200
0.518379,2.539605,800,200
0.529181,2.553272,800,200
0.539980,2.539359,800,200
0.550779,2.548312,800,200
0.561579,2.540522,800,200
0.572378,2.561363,800,200
0.583178,2.550283,800,200
0.593981,2.548922,800,200
0.604780,2.561579,800,200
0.615580,2.554974,800,200
0.626379,2.559654,800,200
0.637178,2.549423,800,200
0.647978,2.553248,800,200
0.658777,2.549886,800,200
0.669580,2.563178,800,200
0.680380,2.561810,800,200
0.691179,2.558744,800,200
0.701979,2.557012,800,200
0.712778,2.559133,800,200
0.723577,2.546890,800,200
0.734381,2.561024,800,200
0.745180,2.552131,800,200
0.755980,2.556187,800,200
0.766779,2.558224,800,200
0.777578,2.571872,800,200
0.788378,2.547428,800,200
0.799177,2.563055,800,200
0.809980,2.557093,800,200
0.820780,2.558986,800,200
0.831579,2.549049,800,200
0.842379,2.563480,800,200
0.853178,2.553859,800,200
0.863977,2.558380,800,200
0.874781,2.551873,800,200
0.885580,2.562143,800,200
0.896379,2.551169,800,200
0.907179,2.559784,800,200
0.917978,2.548950,800,200
0.928778,2.567656,800,200
0.939581,2.550314,800,200
0.950380,2.565823,800,200
0.961180,2.551916,800,200
0.971979,2.556990,800,200
0.982779,2.561739,800,200
0.993578,2.556257,800,200
1.004377,2.561228,800,200
1.015181,2.558954,800,200
1.025980,2.557334,800,200
1.036779,2.562198,800,200
1.047579,2.549875,800,200
1.058378,2.559069,800,200
1.069178,2.562242,800,200
1.079981,2.560636,800,200
1.090780,2.541904,800,200
1.101580,2.553637,800,200
1.112379,2.535839,800,200
1.123178,2.550425,800,200
1.133978,2.546613,800,200
1.144777,2.549030,800,200
1.155581,2.535739,800,200
1.166380,2.544869,800,200
1.177179,2.545335,800,200
1.187979,2.556970,800,200
1.198778,2.551873,800,200
1.209578,2.558016,800,200
1.220381,2.546860,800,200
1.231180,2.559187,800,200
1.241980,2.560317,800,200
1.252779,2.571918,800,200
1.263578,2.546946,800,200
1.274378,2.559619,800,200
1.285177,2.559882,800,200
1.295980,2.555909,800,200
1.306780,2.548467,800,200
1.317579,2.570071,800,200
1.328379,2.546262,800,200
1.339178,2.563335,800,200
1.349977,2.555280,800,200
1.360781,2.562130,800,200
1.371580,2.553007,800,200
1.382380,2.570970,800,200
1.393179,2.552204,800,200
1.403978,2.559666,800,200
1.414778,2.557431,800,200
1.425577,2.551976,800,200
1.436380,2.558199,800,200
1.447180,2.570431,800,200
1.457979,2.554687,800,200
1.468779,2.568887,800,200
1.479578,2.547680,800,200
1.490377,2.564456,800,200
1.501181,2.548922,800,200
1.511980,2.548948,800,200
1.522779,2.539206,800,200
1.533579,2.556056,800,200
1.544378,2.536805,800,200
1.555178,2.548982,800,200
1.565981,2.543809,800,200
1.576780,2.543442,800,200
1.587580,2.544946,800,200
1.598379,2.558445,800,200
1.609179,2.546770,800,200
1.619978,2.556306,800,200
1.630777,2.557612,800,200
1.641581,2.564596,800,200
1.652380,2.548862,800,200
1.663179,2.570515,800,200
1.673979,2.551840,800,200
1.684778,2.570254,800,200
1.695578,2.556547,800,200
1.706381,2.563217,800,200
1.717180,2.559803,800,200
1.727980,2.556390,800,200
1.738779,2.553853,800,200
1.749578,2.556874,800,200
1.760378,2.558481,800,200
1.771177,2.561142,800,200
1.781981,2.555169,800,200
1.792780,2.553563,800,200
1.803579,2.556623,800,200
1.814379,2.557353,800,200
1.825178,2.556479,800,200
1.835978,2.548373,800,200
1.846781,2.568790,800,200
1.857580,2.553449,800,200
1.868380,2.556783,800,200
1.879179,2.555910,800,200
1.889978,2.572046,800,200
1.900778,2.544428,800,200
1.911577,2.547818,800,200
1.922380,2.541279,800,200
1.933180,2.543782,800,200
1.943979,2.535883,800,200
1.954779,2.553694,800,200
1.965578,2.546381,800,200
