"Timestamp","Value"
92.109039,2.567403,1200,200
92.118103,2.832509,1200,200
92.127159,2.836475,1200,200
92.136223,2.833473,1200,200
92.145279,2.851068,1200,200
92.154343,2.833179,1200,200
92.163399,2.864774,1200,200
92.172462,2.843174,1200,200
92.181519,2.848855,1200,200
92.190582,2.828590,1200,200
92.199638,2.847532,1200,200
92.208702,2.866535,1200,200
92.217758,2.835382,1200,200
92.226822,2.846942,1200,200
92.235878,2.844424,1200,200
92.244942,2.861162,1200,200
92.253998,2.843660,1200,200
92.263062,2.831181,1200,200
92.272118,2.856959,1200,200
92.281181,2.866430,1200,200
92.290237,2.832596,1200,200
92.299301,2.844002,1200,200
92.308357,2.857122,1200,200
92.317421,2.873024,1200,200
92.326477,2.830680,1200,200
92.335541,2.832885,1200,200
92.344597,2.851851,1200,200
92.353661,2.845611,1200,200
92.362717,2.861841,1200,200
92.371780,2.841045,1200,200
92.380836,2.852015,1200,200
92.389900,2.854070,1200,200
92.398956,2.832133,1200,200
92.408020,2.857009,1200,200
92.417084,2.856170,1200,200
92.426140,2.855875,1200,200
92.435204,2.829648,1200,200
92.444260,2.829241,1200,200
92.453323,2.865335,1200,200
92.462379,2.847283,1200,200
92.471443,2.844392,1200,200
92.480499,2.838671,1200,200
92.489563,2.856675,1200,200
92.498619,2.852578,1200,200
92.507683,2.850181,1200,200
92.516739,2.854600,1200,200
92.525803,2.848917,1200,200
92.534859,2.831995,1200,200
92.543922,2.856311,1200,200
92.552979,2.856043,1200,200
92.562042,2.865124,1200,200
92.571098,2.842892,1200,200
92.580162,2.842527,1200,200
92.589218,2.832643,1200,200
92.598282,2.843209,1200,200
92.607338,2.870565,1200,200
92.616402,2.839851,1200,200
92.625458,2.869418,1200,200
92.634521,2.840219,1200,200
92.643578,2.839688,1200,200
92.652641,2.842760,1200,200
92.661697,2.840759,1200,200
92.670761,2.832920,1200,200
92.679817,2.834429,1200,200
92.688881,2.838437,1200,200
92.697937,2.854882,1200,200
92.707001,2.820460,1200,200
92.716057,2.854855,1200,200
92.725121,2.827643,1200,200
92.734177,2.834031,1200,200
92.743240,2.836462,1200,200
92.752296,2.831154,1200,200
92.761360,2.834354,1200,200
92.770416,2.844970,1200,200
92.779480,2.834828,1200,200
92.788544,2.850056,1200,200
92.797600,2.844197,1200,200
