"Timestamp","Value","CPU freq","Memory freq"
0.008224,2.257718,1200,200
0.016464,2.740507,1200,200
0.024704,2.739655,1200,200
0.032944,2.755908,1200,200
0.041183,2.756449,1200,200
0.049423,2.752547,1200,200
0.057663,2.770766,1200,200
0.065903,2.755789,1200,200
0.074142,2.748917,1200,200
0.082382,2.767278,1200,200
0.090622,2.745726,1200,200
0.098862,2.751267,1200,200
0.107101,2.745789,1200,200
0.115341,2.738269,1200,200
0.123581,2.740192,1200,200
0.131821,2.734110,1200,200
0.140060,2.727495,1200,200
0.148300,2.750571,1200,200
0.156540,2.736804,1200,200
0.164780,2.755441,1200,200
0.173019,2.729967,1200,200
0.181267,2.732031,1200,200
0.189507,2.748906,1200,200
0.197746,2.744609,1200,200
0.205986,2.753846,1200,200
0.214226,2.798106,1200,200
0.222466,2.753058,1200,200
0.230705,2.751087,1200,200
0.238945,2.769361,1200,200
0.247185,2.753795,1200,200
0.255424,2.760264,1200,200
0.263664,2.749916,1200,200
0.271904,2.751554,1200,200
0.280144,2.758182,1200,200
0.288383,2.746733,1200,200
0.296623,2.733840,1200,200
0.304863,2.742172,1200,200
0.313103,2.741916,1200,200
0.321342,2.743918,1200,200
0.329582,2.731143,1200,200
0.337822,2.740201,1200,200
0.346062,2.755500,1200,200
0.354301,2.743877,1200,200
0.362541,2.742953,1200,200
0.370781,2.749873,1200,200
0.379021,2.742479,1200,200
0.387260,2.756243,1200,200
0.395500,2.746211,1200,200
0.403740,2.749504,1200,200
0.411980,2.770818,1200,200
0.420219,2.745489,1200,200
0.428467,2.743825,1200,200
0.436707,2.756894,1200,200
0.444946,2.748727,1200,200
0.453186,2.748896,1200,200
0.461426,2.750082,1200,200
0.469666,2.742397,1200,200
0.477905,2.754619,1200,200
0.486145,2.754414,1200,200
0.494385,2.745958,1200,200
0.502625,2.777544,1200,200
0.510864,2.765934,1200,200
0.519104,2.749941,1200,200
0.527344,2.769216,1200,200
0.535583,2.756162,1200,200
0.543823,2.765886,1200,200
0.552063,2.749337,1200,200
0.560303,2.750027,1200,200
0.568542,2.765359,1200,200
0.576782,2.746685,1200,200
0.585022,2.744301,1200,200
0.593262,2.755858,1200,200
0.601501,2.745074,1200,200
0.609741,2.755437,1200,200
0.617981,2.753663,1200,200
0.626221,2.752602,1200,200
0.634460,2.769068,1200,200
0.642700,2.759425,1200,200
0.650940,2.754647,1200,200
0.659180,2.762049,1200,200
0.667419,2.755856,1200,200
0.675667,2.771969,1200,200
0.683907,2.752912,1200,200
0.692146,2.748992,1200,200
0.700386,2.756401,1200,200
0.708626,2.750884,1200,200
0.716866,2.759513,1200,200
0.725105,2.756798,1200,200
0.733345,2.751799,1200,200
0.741585,2.741054,1200,200
0.749825,2.754615,1200,200
0.758064,2.744226,1200,200
0.766304,2.755759,1200,200
0.774544,2.769663,1200,200
0.782784,2.742699,1200,200
0.791023,2.767373,1200,200
0.799263,2.741405,1200,200
0.807503,2.769756,1200,200
0.815742,2.776938,1200,200
0.823982,2.755084,1200,200
0.832222,2.765982,1200,200
0.840462,2.759067,1200,200
0.848701,2.752293,1200,200
0.856941,2.765694,1200,200
0.865181,2.747379,1200,200
0.873421,2.743532,1200,200
0.881660,2.758443,1200,200
0.889900,2.742564,1200,200
0.898140,2.755177,1200,200
0.906380,2.744186,1200,200
0.914619,2.747468,1200,200
0.922867,2.775703,1200,200
0.931107,2.754495,1200,200
0.939346,2.761703,1200,200
0.947586,2.767410,1200,200
0.955826,2.751449,1200,200
0.964066,2.767816,1200,200
0.972305,2.757853,1200,200
0.980545,2.758444,1200,200
0.988785,2.764511,1200,200
0.997025,2.753177,1200,200
1.005264,2.749083,1200,200
1.013504,2.750240,1200,200
1.021744,2.776410,1200,200
1.029984,2.744763,1200,200
1.038223,2.759569,1200,200
1.046463,2.745570,1200,200
1.054703,2.742694,1200,200
1.062943,2.753452,1200,200
1.071182,2.739827,1200,200
1.079422,2.755335,1200,200
1.087662,2.764519,1200,200
1.095901,2.758129,1200,200
1.104141,2.756314,1200,200
1.112381,2.760546,1200,200
1.120621,2.751420,1200,200
1.128860,2.756004,1200,200
1.137100,2.745214,1200,200
1.145340,2.738199,1200,200
1.153580,2.752735,1200,200
1.161819,2.735394,1200,200
1.170067,2.733297,1200,200
1.178307,2.743976,1200,200
1.186546,2.733772,1200,200
1.194786,2.743668,1200,200
1.203026,2.731841,1200,200
1.211266,2.731880,1200,200
1.219505,2.768023,1200,200
1.227745,2.743563,1200,200
1.235985,2.754998,1200,200
1.244225,2.766678,1200,200
1.252464,2.763138,1200,200
1.260704,2.770691,1200,200
1.268944,2.750062,1200,200
1.277184,2.752460,1200,200
1.285423,2.767026,1200,200
1.293663,2.752193,1200,200
1.301903,2.749347,1200,200
1.310143,2.758623,1200,200
1.318382,2.745509,1200,200
1.326622,2.758013,1200,200
1.334862,2.753859,1200,200
1.343102,2.743673,1200,200
1.351341,2.754842,1200,200
1.359581,2.743370,1200,200
1.367821,2.746538,1200,200
1.376060,2.754392,1200,200
1.384300,2.758916,1200,200
1.392540,2.758832,1200,200
1.400780,2.774809,1200,200
1.409019,2.755860,1200,200
1.417267,2.762437,1200,200
1.425507,2.761593,1200,200
1.433746,2.757616,1200,200
1.441986,2.765899,1200,200
1.450226,2.748442,1200,200
1.458466,2.749789,1200,200
1.466705,2.759048,1200,200
1.474945,2.748977,1200,200
1.483185,2.756061,1200,200
1.491425,2.742954,1200,200
1.499664,2.744021,1200,200
1.507904,2.756447,1200,200
1.516144,2.743727,1200,200
1.524384,2.769580,1200,200
1.532623,2.775274,1200,200
1.540863,2.760814,1200,200
1.549103,2.764081,1200,200
1.557343,2.752662,1200,200
1.565582,2.758818,1200,200
1.573822,2.767311,1200,200
1.582062,2.748214,1200,200
1.590302,2.751226,1200,200
1.598541,2.767403,1200,200
1.606781,2.746373,1200,200
1.615021,2.747402,1200,200
1.623260,2.766888,1200,200
1.631500,2.743928,1200,200
1.639740,2.755760,1200,200
1.647980,2.743038,1200,200
1.656219,2.744969,1200,200
1.664467,2.761637,1200,200
1.672707,2.742195,1200,200
1.680946,2.755491,1200,200
1.689186,2.765583,1200,200
1.697426,2.761238,1200,200
1.705666,2.767061,1200,200
1.713905,2.750444,1200,200
1.722145,2.753928,1200,200
1.730385,2.780139,1200,200
1.738625,2.754815,1200,200
1.746864,2.750260,1200,200
1.755104,2.801305,1200,200
1.763344,2.740393,1200,200
1.771584,2.758290,1200,200
1.779823,2.749670,1200,200
1.788063,2.748615,1200,200
1.796303,2.757016,1200,200
1.804543,2.748114,1200,200
1.812782,2.748108,1200,200
1.821022,2.764627,1200,200
1.829262,2.756677,1200,200
