"Timestamp","Value","CPU freq","Memory freq"
0.007360,2.528567,1400,300
0.014740,3.162055,1400,300
0.022120,3.230484,1400,300
0.029500,3.223214,1400,300
0.036880,3.234679,1400,300
0.044260,3.239377,1400,300
0.051640,3.238076,1400,300
0.059020,3.226954,1400,300
0.066400,3.285169,1400,300
0.073780,3.222576,1400,300
0.081160,3.255354,1400,300
0.088540,3.236708,1400,300
0.095920,3.225009,1400,300
0.103300,3.257462,1400,300
0.110680,3.237398,1400,300
0.118060,3.265098,1400,300
0.125440,3.252221,1400,300
0.132820,3.237051,1400,300
0.140200,3.237994,1400,300
0.147580,3.216941,1400,300
0.154960,3.230297,1400,300
0.162340,3.265461,1400,300
0.169720,3.211199,1400,300
0.177100,3.228244,1400,300
0.184480,3.226249,1400,300
0.191860,3.210170,1400,300
0.199240,3.251221,1400,300
0.206620,3.218794,1400,300
0.214000,3.257514,1400,300
0.221380,3.235876,1400,300
0.228760,3.271836,1400,300
0.236140,3.240022,1400,300
0.243520,3.213576,1400,300
0.250900,3.226028,1400,300
0.258280,3.259691,1400,300
0.265660,3.249293,1400,300
0.273040,3.282547,1400,300
0.280420,3.238518,1400,300
0.287800,3.237064,1400,300
0.295180,3.241195,1400,300
0.302560,3.237037,1400,300
0.309940,3.256798,1400,300
0.317320,3.286451,1400,300
0.324700,3.243817,1400,300
0.332080,3.240391,1400,300
0.339460,3.245188,1400,300
0.346840,3.228610,1400,300
0.354220,3.253653,1400,300
0.361600,3.282560,1400,300
0.368980,3.259176,1400,300
0.376360,3.245322,1400,300
0.383740,3.235185,1400,300
0.391120,3.256050,1400,300
0.398500,3.241965,1400,300
0.405880,3.279772,1400,300
0.413260,3.261253,1400,300
0.420640,3.243608,1400,300
0.428020,3.244024,1400,300
0.435400,3.223180,1400,300
0.442780,3.226283,1400,300
0.450160,3.281429,1400,300
0.457540,3.252502,1400,300
0.464920,3.244454,1400,300
0.472300,3.254727,1400,300
0.479680,3.224134,1400,300
0.487060,3.254906,1400,300
0.494440,3.243371,1400,300
0.501820,3.246246,1400,300
0.509200,3.239706,1400,300
